alpha,delta,class
15.90243131,-0.846730067,GALAXY
188.4102299,59.33664447,QSO
340.0336405,13.72628642,GALAXY
127.5592803,11.89127734,GALAXY
190.8838717,2.407666528,GALAXY
241.3302393,52.7673104,GALAXY
234.2987435,57.22177988,GALAXY
7.682615349,7.222142364,STAR
7.94878023,7.257385573,QSO
12.06068881,7.042341469,QSO
15.04268089,7.097163483,QSO
15.06197846,7.052739743,QSO
32.84072385,29.08145945,GALAXY
19.09997313,6.893679973,QSO
128.8179034,24.72872896,QSO
352.2568433,33.38530497,GALAXY
316.5998893,9.157367865,QSO
250.0804295,14.26863933,STAR
256.9736408,34.05761898,QSO
257.0480699,34.21309385,GALAXY
3.031825347,12.71010211,GALAXY
329.4398206,10.51242092,GALAXY
351.0485267,12.53695003,GALAXY
11.80125455,3.540530444,GALAXY
351.5670018,3.627436833,GALAXY
177.5617208,7.039748672,GALAXY
181.6295569,7.133642561,GALAXY
220.0765364,34.14368963,QSO
220.3297573,34.05391274,QSO
201.5549948,18.00091711,GALAXY
225.0579809,62.51406091,QSO
228.3572075,59.87710659,GALAXY
235.4624811,35.41330383,GALAXY
340.0852632,31.38765682,GALAXY
331.4803606,29.38132988,GALAXY
354.3805985,-0.333201226,QSO
17.4375855,-0.299106645,GALAXY
43.22130886,0.627799348,STAR
152.0871647,18.6411039,GALAXY
321.6209083,2.429312417,GALAXY
159.1209332,38.85577575,QSO
145.3858516,34.68838458,QSO
210.8518576,39.5613236,GALAXY
128.4746992,35.71072593,GALAXY
174.6548931,3.149584182,STAR
146.8073672,23.52970308,QSO
233.9956161,36.14496908,GALAXY
8.803114303,7.210124397,STAR
10.31293335,7.054151203,STAR
11.87732653,7.166692483,QSO
13.57473954,7.03814346,QSO
26.5873985,30.25882082,GALAXY
203.1751347,2.47563755,GALAXY
146.8938555,43.05455348,STAR
359.1136816,27.53081518,QSO
217.3021468,12.42622378,GALAXY
208.1666606,13.59500064,GALAXY
115.2288329,47.71625598,GALAXY
328.5081777,10.42078312,GALAXY
222.8869691,1.44403933,QSO
350.1779256,16.9569666,GALAXY
352.2980373,26.95043725,QSO
355.1694211,-1.851763157,GALAXY
349.1260613,-1.969868605,GALAXY
140.4321431,30.85045692,GALAXY
8.766029541,6.435298123,GALAXY
9.413906029,6.455529785,GALAXY
18.28932173,9.105464806,GALAXY
134.6497545,50.31395143,GALAXY
336.109654,13.30691068,GALAXY
216.0626047,18.84322746,GALAXY
226.3271281,16.42313935,GALAXY
242.1610966,22.37562327,GALAXY
253.1413017,12.64498526,STAR
146.93284,30.14578429,GALAXY
335.4236302,11.17222888,QSO
13.96220636,7.062284687,QSO
33.48167839,28.94601581,GALAXY
330.8991036,10.6848699,GALAXY
336.2551638,11.27666528,GALAXY
250.0631265,41.98372875,QSO
55.77248791,0.538581081,STAR
234.2935241,57.20796315,GALAXY
206.0949691,20.59037936,GALAXY
135.4390835,14.18366537,GALAXY
39.2606892,2.669976443,GALAXY
149.7230143,31.09481833,GALAXY
158.0447496,33.49505326,GALAXY
142.6394415,28.49932791,GALAXY
144.2149221,29.06730755,GALAXY
183.6787449,0.009751311,STAR
247.7528021,47.06116295,GALAXY
350.885508,26.92967238,QSO
349.971881,33.30419935,GALAXY
195.5019231,47.11612915,GALAXY
352.978099,26.83710063,QSO
357.0226956,27.23244093,QSO
341.3194291,31.93227352,GALAXY
356.4050074,4.755853347,GALAXY
130.047889,28.52428868,STAR
326.2966908,2.325161743,QSO
113.3218226,66.11392983,STAR
193.656159,48.48330693,GALAXY
44.22229345,-0.430426747,GALAXY
15.47590911,-0.914268359,GALAXY
16.14944611,-0.918414499,GALAXY
16.41541576,-0.875406829,GALAXY
19.57287519,-1.002324074,GALAXY
15.40156494,-0.939389077,QSO
16.97556411,-1.011168321,GALAXY
179.9268531,59.32835704,STAR
335.1991048,13.32596686,GALAXY
185.7408958,21.77490292,GALAXY
354.3439927,8.92235373,GALAXY
354.9390922,17.98356958,GALAXY
219.9678668,59.95937086,GALAXY
118.4801616,16.32738501,QSO
352.9439368,0.816525325,STAR
230.6824245,57.67479503,GALAXY
6.367718153,6.472839166,GALAXY
17.568498,8.930837171,GALAXY
18.3360925,9.084111169,GALAXY
241.0288417,3.758830819,STAR
231.094642,37.74880087,GALAXY
247.0735,27.77670756,GALAXY
14.44248277,-0.988812573,GALAXY
116.2598402,15.00607813,QSO
183.6209121,53.08869229,QSO
6.06254479,27.58983728,QSO
14.70210535,9.002205384,GALAXY
172.220867,50.36298647,STAR
151.8135109,25.75989411,GALAXY
153.9407215,26.18476722,GALAXY
321.9306426,9.477620374,GALAXY
325.0060499,9.914378949,GALAXY
250.3173355,41.77806056,QSO
208.8824694,17.26157897,GALAXY
173.029627,11.70976256,GALAXY
210.0072985,10.80074123,GALAXY
232.1695518,8.03726146,GALAXY
330.0551314,2.434788794,GALAXY
240.7913169,27.35028648,GALAXY
206.0363785,60.30257947,GALAXY
320.4647264,7.707846154,GALAXY
323.7647475,8.121269775,GALAXY
170.8673327,7.623506796,QSO
155.6769295,32.78605048,GALAXY
160.0265725,33.81756505,GALAXY
149.1137681,30.80987334,GALAXY
20.21194523,12.41651491,GALAXY
130.48494,31.20193917,GALAXY
253.9968748,23.15672419,GALAXY
220.2295559,34.11455523,QSO
223.2282391,33.09885734,STAR
249.8567441,41.30505279,QSO
40.20085937,0.012563353,QSO
237.5260421,34.33381961,GALAXY
12.89401334,-4.167708516,GALAXY
170.3492957,64.04247757,GALAXY
9.386930531,7.071562608,STAR
32.70021708,29.14021526,GALAXY
13.28476942,7.145799496,QSO
330.9153558,-1.461380573,GALAXY
346.8788737,32.77260387,GALAXY
340.8195257,19.21281477,STAR
139.1452308,36.17371882,GALAXY
355.5219711,27.3757363,STAR
349.6413374,0.781818009,STAR
354.3861242,0.730408967,STAR
19.67445944,8.952915109,GALAXY
147.0198872,42.98127796,QSO
127.5703552,27.17901509,GALAXY
219.1440059,44.51297712,QSO
128.8732748,29.99683584,STAR
207.3918418,64.14746117,STAR
208.3160619,64.20373369,QSO
193.909291,68.00786788,QSO
245.4573234,51.2506639,QSO
354.0038956,27.04598646,QSO
357.3801755,27.14737969,QSO
347.0915788,22.73896347,STAR
127.8387868,27.2927095,STAR
357.6945664,-0.696034021,GALAXY
167.0538453,3.012744448,STAR
358.6073934,27.51142249,STAR
161.2544695,26.55640021,QSO
218.8156647,12.26141364,GALAXY
113.8171721,46.05058283,GALAXY
28.57558491,-3.749591432,GALAXY
349.6516819,12.37910415,GALAXY
7.481070508,4.156306704,GALAXY
139.5771924,36.36926689,GALAXY
254.3069328,43.89046401,QSO
125.5888572,22.61697563,STAR
129.1270047,24.89757395,QSO
131.0917667,25.81584667,QSO
222.1711812,58.80009399,GALAXY
335.8885913,21.42080332,QSO
355.8137914,24.07736725,QSO
118.3610579,9.642912685,STAR
226.3808108,60.64233553,GALAXY
232.7864224,57.89208142,GALAXY
21.10748639,33.82882954,STAR
258.9026248,27.70372465,GALAXY
259.182661,27.46822226,GALAXY
160.3239578,33.92566774,GALAXY
197.4875048,40.59991815,GALAXY
15.07881515,3.518959305,GALAXY
349.0081269,3.634222118,GALAXY
143.3097066,28.71340333,GALAXY
178.2760999,33.99797813,GALAXY
183.5088094,64.28397523,STAR
163.3734706,41.16852608,STAR
212.48791,62.03842748,GALAXY
250.0519769,44.63166304,GALAXY
249.5446597,27.15676946,GALAXY
207.5516331,66.26851273,GALAXY
235.9197944,8.153461347,GALAXY
235.331312,59.22165805,GALAXY
18.99096559,8.917538122,GALAXY
43.00370047,0.446196689,STAR
143.0165692,61.68101192,QSO
325.7407464,7.794530982,QSO
238.5388761,3.854005927,STAR
167.2311199,12.16480949,QSO
213.4516965,19.42188199,GALAXY
137.0177851,14.76605306,GALAXY
359.7857786,2.94319405,GALAXY
151.986866,36.90312281,QSO
248.3734674,22.48767568,GALAXY
239.2662834,49.91279695,GALAXY
191.0586211,37.83156809,QSO
226.2387463,8.947696725,GALAXY
158.3717246,10.6817665,GALAXY
2.539369199,27.63782788,STAR
15.46337238,8.811694402,GALAXY
16.85694175,8.743228025,GALAXY
18.58728495,8.884832589,GALAXY
112.4086654,42.94106185,STAR
213.7279888,12.82679737,GALAXY
202.8821164,13.90360208,GALAXY
223.6560219,11.52059698,GALAXY
60.00739533,-5.794968754,GALAXY
118.2139333,16.1474707,QSO
350.8534227,0.737876267,QSO
353.10735,0.719184096,STAR
152.8155747,26.02161463,GALAXY
352.1006336,23.63100088,GALAXY
255.8138799,35.88518935,GALAXY
207.3720672,64.31766208,STAR
210.2068114,63.6641937,STAR
127.4340461,23.78813937,STAR
149.4625945,19.92612205,GALAXY
8.47486039,-0.828218704,GALAXY
357.4594245,-6.841760348,QSO
37.19835272,-4.469159996,GALAXY
133.5597204,24.5334145,GALAXY
146.7560412,30.13791768,GALAXY
8.477313851,12.85384462,GALAXY
338.0109853,11.59117448,GALAXY
132.1736256,32.33070807,GALAXY
144.6060712,34.21392953,QSO
349.4510146,-1.819575144,GALAXY
350.4163113,33.10651779,GALAXY
180.1733638,64.14929889,STAR
38.92002281,28.94154807,STAR
172.3693312,35.81138402,GALAXY
181.9897554,36.42518683,GALAXY
190.7009666,36.42157411,GALAXY
178.2170114,36.35435029,GALAXY
182.9545873,36.57658111,GALAXY
18.56216072,-0.912650434,GALAXY
337.2514656,2.772799882,GALAXY
227.7254368,10.83021686,GALAXY
116.6538285,49.50319564,QSO
22.33725296,12.35339004,GALAXY
23.74662941,12.16301593,GALAXY
128.405699,22.21230732,QSO
352.5654989,0.7212071,STAR
352.2425134,0.737120638,GALAXY
227.905717,56.57950769,GALAXY
234.3983319,1.999364811,STAR
147.0126871,38.96379157,GALAXY
229.2262524,29.3659327,GALAXY
334.0593713,2.524620881,GALAXY
163.6152568,26.93161684,QSO
23.28112553,34.74502194,GALAXY
18.367981,35.41515172,GALAXY
5.88122607,9.029165246,GALAXY
158.6702993,44.52985492,GALAXY
182.0244273,47.62154043,GALAXY
178.7368959,47.34452258,QSO
328.6653294,8.539384298,GALAXY
254.4864276,21.54938682,GALAXY
165.4614352,3.129840034,STAR
350.897416,26.93743148,STAR
191.9126916,6.767935648,STAR
152.0739488,31.8382666,GALAXY
152.9144409,31.97087382,GALAXY
3.756320187,12.81520114,GALAXY
131.8029572,32.14318052,GALAXY
148.4808973,35.86094484,GALAXY
145.9314836,34.87438608,QSO
171.7431644,64.07330686,GALAXY
10.34532891,7.228997172,QSO
13.50924539,7.010464087,QSO
14.49101679,7.001639347,QSO
16.84212602,7.003952344,QSO
353.775312,27.22323044,QSO
4.463242144,9.412150427,GALAXY
327.5486178,-8.650459834,GALAXY
34.33356522,0.308818619,STAR
345.5249065,0.08278457,STAR
230.4718824,37.95866376,GALAXY
233.5133026,36.58334458,GALAXY
237.496737,34.19073804,GALAXY
250.9130482,24.61573241,GALAXY
223.8581656,54.00387768,GALAXY
212.6108615,9.048528145,GALAXY
38.32726223,-3.492712842,GALAXY
330.5083845,16.36946976,GALAXY
214.2324367,11.2934024,STAR
327.8850531,8.546834773,GALAXY
241.3269107,48.65731291,QSO
143.3059111,28.73559898,GALAXY
229.8874227,38.4252999,GALAXY
254.6266462,32.96974226,GALAXY
330.1840488,45.06852948,STAR
354.8746343,14.799707,GALAXY
353.9039991,33.73264036,GALAXY
351.3779624,33.50096309,GALAXY
343.1011968,23.60713865,GALAXY
358.2304551,24.88193806,GALAXY
141.6151871,40.79336621,STAR
223.0882026,33.19971282,STAR
219.7159897,32.70107511,GALAXY
204.7739293,57.43401697,GALAXY
356.2618691,27.01847804,QSO
22.44173204,30.9365598,GALAXY
31.2037988,29.32214357,GALAXY
24.49940589,30.65183332,GALAXY
146.9178603,30.22448321,GALAXY
153.5461241,32.22658424,GALAXY
156.7013708,33.04558217,GALAXY
160.3314092,33.91759326,GALAXY
159.9669047,33.77495731,GALAXY
14.35854327,12.64708936,GALAXY
319.783044,9.163151191,GALAXY
354.9120888,12.68578591,GALAXY
351.9834836,12.50222893,STAR
162.6988347,39.65299967,STAR
345.7350172,32.4137414,GALAXY
34.9169979,-2.717938851,GALAXY
3.160754484,9.083226485,GALAXY
355.4809438,27.34862603,QSO
352.6349621,0.780782112,QSO
230.6171806,57.66915504,GALAXY
161.8648326,14.75809035,QSO
16.07746909,3.629770317,GALAXY
36.46839124,-5.085314991,GALAXY
358.2406392,12.67016866,GALAXY
7.964842981,4.089818731,QSO
36.15885,0.341882035,STAR
330.4677414,8.294275877,QSO
330.6084089,8.36268836,STAR
232.3072179,37.03351964,QSO
258.5706537,44.03272725,GALAXY
168.2137005,43.44324519,GALAXY
168.3879224,43.52374476,STAR
225.5798076,30.89052739,GALAXY
160.8892865,45.05164658,GALAXY
15.90409128,8.947392474,GALAXY
19.14468595,8.674672613,GALAXY
355.2422857,33.60461484,GALAXY
186.6495666,51.18715281,STAR
153.7531368,26.14060246,GALAXY
228.3336045,59.8135502,GALAXY
234.1877754,57.05553593,GALAXY
241.8318199,54.15265821,STAR
90.29285157,64.21503391,STAR
223.6900954,11.414754,GALAXY
227.5071221,10.80545665,GALAXY
112.4150453,43.95451447,GALAXY
139.2384222,65.71207897,GALAXY
11.59640159,12.63246206,GALAXY
324.6599909,9.849516501,GALAXY
134.1310925,33.72320549,GALAXY
354.7394964,27.10350866,QSO
350.2645393,16.83609284,GALAXY
344.7391959,26.55444752,GALAXY
351.8990535,13.66081039,GALAXY
220.4594156,43.97472472,QSO
347.7532681,32.85249322,GALAXY
129.3895702,25.14545527,GALAXY
185.1109497,39.90164685,GALAXY
231.4743173,2.069462267,GALAXY
131.517692,31.64804867,QSO
335.7540085,21.34616686,STAR
231.4310863,28.4678589,GALAXY
141.6589406,53.90166309,GALAXY
128.9282652,46.59461538,GALAXY
349.7141491,26.70353104,QSO
43.96578822,-4.244514172,GALAXY
349.3003412,-0.811735626,QSO
353.6362739,-0.645794338,STAR
206.5386048,51.75780631,GALAXY
239.7574606,32.91936985,GALAXY
4.024407369,9.412136239,GALAXY
34.64942706,-0.538745514,QSO
36.59167896,-0.42202699,GALAXY
350.6488129,26.91424662,STAR
187.6654319,6.75141283,STAR
320.6875972,4.095823997,STAR
330.3390648,4.730840792,STAR
137.7041107,26.50579137,GALAXY
148.194855,30.45935329,GALAXY
330.6975486,10.62761029,GALAXY
148.2129239,35.65768675,STAR
27.7796992,30.20673052,GALAXY
10.09981235,-0.664980545,QSO
11.01994845,-0.767719892,STAR
356.6662382,34.07144766,GALAXY
241.0543481,27.22435843,GALAXY
209.439824,59.56884443,STAR
241.6000465,54.10041442,QSO
170.627946,67.52189293,STAR
359.0925924,25.02071148,GALAXY
223.5171861,9.30206566,GALAXY
180.7891753,51.1487247,QSO
224.6656693,28.0225563,GALAXY
231.7229929,25.22916636,GALAXY
220.914066,1.56205778,STAR
355.340163,27.06513901,QSO
126.4967515,26.49147746,QSO
110.6547196,39.55711423,QSO
144.8229054,29.31381486,GALAXY
156.0837637,32.99866155,GALAXY
140.2175825,27.50934531,GALAXY
141.9944435,28.16159484,GALAXY
28.46999126,11.86433451,GALAXY
172.2793416,3.229665456,STAR
167.8919141,3.225336458,STAR
29.60192903,-4.919049599,GALAXY
351.8713184,-0.762147766,STAR
353.6904925,0.632674027,STAR
342.2392306,2.868535419,GALAXY
17.05249826,7.070336696,QSO
17.50514373,6.976985917,QSO
33.53062642,28.99670524,GALAXY
208.6632415,64.01108746,STAR
19.00878954,-9.795224971,STAR
51.27710607,18.657877,STAR
153.8632148,43.20306105,GALAXY
25.79424954,17.1239068,GALAXY
175.5263618,42.78239707,STAR
208.3305502,62.75167417,GALAXY
208.6421936,48.99025122,GALAXY
239.5086786,35.97693009,GALAXY
239.6567068,7.570031952,STAR
250.5350215,39.81551219,STAR
255.0960576,36.71129873,GALAXY
228.0859667,60.06543719,GALAXY
238.3108498,33.76419094,GALAXY
1.890888156,9.113940663,GALAXY
4.73360861,8.995424933,GALAXY
134.9784681,31.3761044,QSO
121.7923743,20.23235214,STAR
144.0242385,62.24051903,STAR
208.9902344,63.87602846,STAR
221.8657644,1.558930332,STAR
354.1135643,27.0085502,QSO
128.2761126,27.64590625,QSO
326.3003129,-8.475447205,GALAXY
114.0432619,46.43572444,GALAXY
345.5805338,12.2221281,GALAXY
2.539067214,12.75911856,GALAXY
10.80458063,7.226637504,STAR
13.79929726,7.129843698,QSO
16.26742807,7.04664014,QSO
16.96221535,6.991532375,QSO
21.49673648,31.05766203,GALAXY
222.0288594,2.200449995,GALAXY
154.6784876,23.18884752,STAR
347.9641826,-0.745267302,QSO
348.9673061,-0.787257335,STAR
353.3905202,-0.737919396,QSO
354.3568066,-0.745578403,QSO
354.8103358,-0.754128641,STAR
6.515370249,27.65017941,QSO
37.53030904,-0.68042256,GALAXY
1.620219238,-0.736079852,QSO
9.978823124,-0.772415503,GALAXY
242.7636382,51.77863195,GALAXY
141.3034776,28.04450934,GALAXY
145.1551046,29.4606861,GALAXY
147.7298942,30.41384649,GALAXY
131.1069146,31.64928327,GALAXY
15.78909402,3.510039663,GALAXY
130.4522524,31.4506119,GALAXY
163.5659561,33.97929258,GALAXY
251.0020599,43.62350807,GALAXY
239.2720763,34.92568967,GALAXY
243.0443754,30.61959507,GALAXY
243.1317369,30.67622845,GALAXY
247.9954588,26.97664296,GALAXY
351.2594478,26.88922771,GALAXY
17.40713669,-0.921702214,GALAXY
17.35976261,-0.947365369,GALAXY
19.26342803,-0.987980865,GALAXY
19.4905058,-0.983652415,GALAXY
20.06303772,-0.977403985,QSO
180.0570155,59.37719187,GALAXY
161.2101418,19.98137699,GALAXY
180.4338867,21.777691,GALAXY
212.4399146,53.38325721,STAR
133.6782377,0.86225343,GALAXY
142.7226277,31.7491397,GALAXY
247.3665066,37.4448783,STAR
187.0811859,52.99286517,QSO
125.0597236,33.81916608,QSO
17.5124307,16.7626616,GALAXY
139.4225723,15.51533212,GALAXY
347.6698855,3.012115816,GALAXY
351.7164362,2.957624908,GALAXY
4.533421573,27.51950242,QSO
215.4135561,58.31986565,GALAXY
154.2205367,58.09852926,GALAXY
12.81907722,-0.716613851,QSO
349.7272883,24.28728047,GALAXY
121.4724102,26.93277351,GALAXY
160.5726307,44.49776768,GALAXY
9.110002548,7.105672453,STAR
16.52127693,6.934105221,STAR
17.44891121,6.966365381,QSO
144.1426255,62.09223228,STAR
159.4243329,33.70311342,GALAXY
144.3870174,29.20194814,GALAXY
160.2669542,33.92227891,GALAXY
1.130335632,12.68295974,GALAXY
15.67421963,12.54219757,GALAXY
130.9711788,31.47425624,GALAXY
18.78216803,8.720628112,GALAXY
239.0107674,50.26262929,QSO
239.620625,49.568139,QSO
240.4550038,49.19980409,QSO
349.6908706,11.41075388,GALAXY
352.082837,26.87955936,QSO
353.2852063,26.96478069,QSO
352.5157994,12.30340307,GALAXY
252.40016,46.35893735,STAR
254.0827754,44.26920305,QSO
254.3834623,43.98743262,QSO
254.4675579,43.61903697,QSO
126.7507953,23.54256407,STAR
354.3590924,27.13591832,QSO
139.604865,35.90263932,QSO
343.5454339,22.75622731,QSO
127.0604864,13.06531931,GALAXY
347.7610234,-0.671495019,QSO
351.84537,-0.6872072,QSO
354.2569492,-0.665509989,STAR
327.318876,10.18628912,GALAXY
325.4742689,6.602586395,GALAXY
156.0002631,43.83505432,GALAXY
179.4742408,47.37520614,GALAXY
149.6753947,29.01158802,GALAXY
160.6231088,59.73966516,GALAXY
51.44265907,18.51872855,STAR
13.44526782,-0.883144653,GALAXY
20.59216385,-0.998547026,GALAXY
15.94503094,-0.846543774,GALAXY
18.89594123,-0.84787191,GALAXY
20.68412962,-0.94190341,GALAXY
22.67164373,-2.957168645,GALAXY
356.146716,14.9822251,GALAXY
167.7414529,20.92505785,GALAXY
251.0143606,37.01576574,GALAXY
219.7283302,44.25665234,STAR
183.0579508,0.017007768,STAR
14.68675484,-0.65949215,QSO
342.2225228,23.44708368,GALAXY
353.4210949,24.69313105,GALAXY
224.5304584,9.214678635,GALAXY
146.4938019,42.83218873,QSO
30.87191205,-4.823956503,GALAXY
38.79639735,-4.38609586,GALAXY
353.229419,-0.660082957,QSO
353.5280964,-0.747456628,QSO
348.4915349,19.97277878,GALAXY
225.7986321,11.17425863,QSO
26.40003737,11.9270704,GALAXY
141.7772932,37.37446699,GALAXY
173.1708052,28.11719737,QSO
32.33357583,-0.433056321,GALAXY
224.149925,36.178168,GALAXY
167.1430302,41.95122547,QSO
157.2525208,33.1340485,GALAXY
145.9881322,29.81546713,GALAXY
350.0902961,12.49960763,GALAXY
339.6699867,11.56482123,STAR
12.28601052,7.163387104,QSO
35.28763188,-6.284456566,STAR
191.2802715,64.17778453,QSO
193.8629391,64.02382608,QSO
144.0076041,28.99883351,GALAXY
178.2554433,36.35635976,GALAXY
190.3070537,36.53541828,QSO
173.7884053,36.09705559,GALAXY
166.3340871,35.0879226,GALAXY
168.9841038,36.63803097,GALAXY
191.8491232,13.91113352,GALAXY
128.9386104,37.68014447,GALAXY
144.4989138,45.98411763,GALAXY
7.589089956,4.006939345,GALAXY
36.10279466,0.216103721,STAR
16.81950169,-1.016726661,GALAXY
179.0811769,59.38460367,STAR
187.6480747,59.38328963,STAR
35.01938931,-3.567089645,GALAXY
250.2472868,25.16069686,GALAXY
243.8559724,30.20242646,GALAXY
348.6843212,14.35346134,GALAXY
112.0227338,39.86234978,STAR
8.690669845,7.228299672,STAR
9.824400451,7.18671762,QSO
14.17922911,7.149739746,QSO
15.77893839,6.95188518,STAR
21.80096168,6.919485689,QSO
346.4898003,3.580300561,GALAXY
218.8692059,44.61656372,QSO
218.9723586,44.5692261,STAR
249.6976064,42.19492276,QSO
21.13129407,18.86201422,GALAXY
353.6394888,26.85894759,QSO
243.7718125,52.42471987,QSO
249.103583,18.50428039,GALAXY
236.7714189,34.55236043,STAR
154.072674,58.13048797,GALAXY
158.7360334,59.39518667,GALAXY
346.610225,14.44579402,GALAXY
244.858745,49.76828268,GALAXY
219.3076801,34.29069958,STAR
230.8746428,37.75878999,GALAXY
137.5676307,59.45926386,QSO
138.0774529,59.64031025,QSO
143.9715409,62.17466166,STAR
